|hotel_name|hotel_loc|hotel_desc|hotel_url
450|Hostal Iznajar Barcelona|Carrer Carme, 38, Ciutat Vella, 08001 Barcelona, Spain|"Hostal Iznajar Barcelona offers 24-hour reception, free luggage store and free safe. Centrally located, the guest house is 200 m from Ramblas and 5 minutes’ walk from Plaza Catalunya.
Each air-conditioned room comes with single beds and private bathroom with hairdryer. Rooms have a flat-screen TV and some have a balcony with street views. Free WiFi is provided.
The property serves a daily continental breakfast including fresh juice, coffee, tea, croissants with butter and jam. This is served in the bar next door.
Hostal Iznajar Barcelona is surrounded by a wide range of bars, shops and restaurants. You can find a supermarket open till late in a 4-minute walk.
Located in the city centre, the property is 5 minutes’ walk from MACBA Barcelona Museum of Contemporary Art and from Boqueria Market. Regular airport buses leave from a bus stop located 800 m away."|https://www.booking.com/hotel/es/hostal-iznajar-barcelona.en-gb.html
451|ibis Styles Barcelona Centre|Calle Provenca 340 HB-004728, Eixample, 08037 Barcelona, Spain|"Boasting a bar, ibis Styles Barcelona Centre is situated in Barcelona in the Catalonia region, 2.9 km from Somorrostro Beach and 3 km from Barceloneta Beach. With free WiFi, this 2-star hotel offers a 24-hour front desk and room service. The hotel has family rooms.
The hotel will provide guests with air-conditioned rooms with a desk, a safety deposit box, a flat-screen TV and a private bathroom with a shower. At ibis Styles Barcelona Centre the rooms come with bed linen and towels.
Guests at the accommodation can enjoy a continental or a buffet breakfast.
Popular points of interest near ibis Styles Barcelona Centre include La Pedrera, Casa Batllo and Passeig de Gracia. The nearest airport is Barcelona El Prat Airport, 13 km from the hotel."|https://www.booking.com/hotel/es/ibis-styles-barcelona-centre.en-gb.html
452|Hotel Casa Elliot|Sepúlveda, 180, Eixample, 08011 Barcelona, Spain|"The Hotel Casa Elliot is located in the centre of Barcelona, less than 10 minutes’ walk from Plaça de Catalunya and Las Ramblas. This stylish hotel features free Wi-Fi access.
Rooms at the Hotel Casa Elliot feature contemporary décor and balconies or windows, while some also have large private terraces. Each room has a flat-screen TV and air conditioning.
Breakfast is served in the hotel’s buffet-style restaurant. Guests can make use of the Hotel Casa Elliot’s library, lounge and tour desk. A bar service is also available.
The Hotel Casa Elliot is under 200 m from Universitat Metro Station and is a 10-minute walk from Passeig de Gràcia. El Prat Airport can be reached in 30 minutes, by bus."|https://www.booking.com/hotel/es/hoteladvancebarcelona.en-gb.html
453|Mediterranean Hostel Barcelona|Diputació, 335, Eixample, 08009 Barcelona, Spain|"This modern design hostel offers colourful dorms with free Wi-Fi, a terrace and a chill-out lounge with flat-screen cable TV. It is located 600 m from Passeig de Gràcia Boulevard.
All dormitories at Mediterranean Hostel Barcelona include air conditioning and individual storage lockers.
Mediterranean Hostel has a well-equipped communal kitchen, vending machines and a free computer corner. Staff at the 24-hour reception are happy to provide you with city maps and information.
The hostel is situated in a quiet area of the Eixample Dreta district, just 100 m from Girona Metro Station. Estació del Nord Bus Station is a 15-minute walk away."|https://www.booking.com/hotel/es/mediterranean-hostel-barcelona.en-gb.html
454|Ofelias Hotel 4* Sup|Llançà, 24, Eixample, 08015 Barcelona, Spain|"You're eligible for a Genius discount at Ofelias Hotel 4* Sup! To save at this property, all you have to do is sign in.
Set just off Gran Vía and a 2-minute walk from Plaza Espanya Metro Station and the Fira Exhibition Centre, Ofelias Hotel offers stylish rooms with free Wi-Fi. It features a roof terrace with a seasonal outdoor swimming pool.
Each bright, air-conditioned room at Ofelias Hotel has a flat-screen TV. Each one comes with a private bathroom. A free bottle of water is provided upon arrival.
The hotel has an on-site bar where you can get a drink. There is a range of cafes and bars around Plaza Espanya. Restaurants can be found on Las Ramblas and in the Gothic Quarter, just 4 Metro stops away.
Staff at the reception can give you information about different Slow Travel activities .These include free bicycles on request, allowing you to discover hidden places and enjoy local cultures. .
The Magic Fountains and Montjuïc Park are less than 1 km from the Ofelias, and Las Arenas Shopping centre is just opposite the hotel. The airport bus stops just 200 m from the hotel. Bicycle rental is available on request from reception."|https://www.booking.com/hotel/es/ofelias-4-superior.en-gb.html
455|Umma Barcelona B&B Boutique|Avenida Diagonal, 433 Bis, Eixample, 08036 Barcelona, Spain|"You're eligible for a Genius discount at Umma Barcelona B&B Boutique! To save at this property, all you have to do is sign in.
Umma Barcelona B&B Boutique offers air-conditioned rooms with free Wi-Fi and a private bathroom. The property is 10 minutes’ walk from both La Pedrera and fashionable Passeig the Gracia.
Featuring an elegant décor, rooms at Umma Barcelona B&B Boutique have a flat-screen TV, free safe and a wardrobe. The private bathroom comes with shower, free toiletries and hairdryer. Some rooms have a balcony with street views.
A breakfast is served every morning at Umma Barcelona B&B Boutique. Several restaurant, traditional tapas bars and shops can be found in the surrounding area. Some of the trendiest bars are in Gracia District, 500 m away.
Umma Barcelona B&B Boutique is in the Eixample District of Barcelona. You can walk to Gaudi’s Casa Batlló in 15 minutes. The closest metro station is Diagonal Metro Station, just 400 m away. Trains to Barcelona El Prat Airport leave from a train station located 1 km away."|https://www.booking.com/hotel/es/umma-barcelona.en-gb.html
456|Chi|Gran Via de les corts Catalanes 455, Eixample, 08015 Barcelona, Spain|"You're eligible for a Genius discount at Chi! To save at this property, all you have to do is sign in.
Located in Barcelona’s Eixample District, beside Rocafort Metro Station and 15 minutes’ walk from Plaza Catalunya,  Chi Hotel offers rooms with air-conditioning and heating (depending on the season) and free WiFi.
The modern rooms include a flat-screen TV, minibar, safe and a private bathroom with free toiletries and a hairdryer.
There is a 24-hour front desk at the property. Staff can help with tourist information and car hire.
You will find many shops, restaurants and bars in the surrounding area."|https://www.booking.com/hotel/es/chi.en-gb.html
457|Ramblas Hotel|Ramblas, 33, Ciutat Vella, 08002 Barcelona, Spain|"This property is 17 minutes walk from the beach. Ramblas Hotel is situated on Barcelona’s famous Las Ramblas, just 500 m from Port Vell Harbour. It offers free Wi-Fi, a 24-hour reception and air-conditioned rooms with a balcony or terrace.
Each bright room at the Hotel Ramblas includes satellite TV, a minibar and a safe. The private bathrooms come with a hairdryer and toiletries. Some rooms have views over the Ramblas.
The Ramblas Hotel has a lobby bar and a charming café with original Modernista design and a pavement terrace. Breakfast is included in all room rates.
Located at the edge of Barcelona’s Gothic Quarter, the hotel is a 10-minute walk from Barcelona Cathedral. Liceu Metro Station is just 250 m away."|https://www.booking.com/hotel/es/ramblashotel.en-gb.html
458|Suite Place Barcelona Diputació|Carrer de la Diputació 354, Eixample, 08013 Barcelona, Spain|"You're eligible for a Genius discount at Suite Place Barcelona Diputació! To save at this property, all you have to do is sign in.
Suite Place Barcelona Diputació is located in the Eixample district of Barcelona, 2.2 km from Somorrostro Beach and 2.3 km from Barceloneta Beach.
All units are equipped with air conditioning, and some have a flat-screen TV, washing machine, a kettle, completed with a kitchen.
A car rental service is available at the apartment.
Popular points of interest near Suite Place Barcelona Diputació include Passeig de Gracia, Casa Batllo and Tivoli Theatre. The nearest airport is Barcelona El Prat, 17 km from the accommodation, and the property offers a paid airport shuttle service."|https://www.booking.com/hotel/es/diputacio-5-2.en-gb.html
459|Hotel Continental Barcelona|La Rambla, 138, Ciutat Vella, 08002 Barcelona, Spain|"Set on Las Ramblas and next to Plaza Catalunya, the Hotel Continental offers charming rooms with free high-speed Wi-Fi and a fridge. A free continental buffet is available 24 hours a day.
Decorated in pink, the Continental's air-conditioned rooms include a private bathroom and flat-screen TV with satellite channels. A microwave and crockery set are provided, and guests are welcome to fill the in-room fridge with food from the buffet.
Hotel Continental Barcelona operates a 24-hour reception, allowing guests flexibility during their stay. Currency exchange and car rental can be arranged at the hotel’s tour desk.
The hotel is a 1-minute walk from Catalunya Metro Station. The Raval and the Gothic districts are a 10-minute walk from the Continental Hotel. Barcelona’s Museum of Contemporary Art is 300 m away."|https://www.booking.com/hotel/es/continental-barcelona.en-gb.html
460||Carrer de Girona, 167, Eixample, 08037 Barcelona, Spain|"In the Eixample district of Barcelona, close to La Pedrera, Key BCN Apartment 4o2a 8p 5h features free WiFi and a washing machine. With city views, this accommodation offers a balcony.
The apartment includes 5 bedrooms, a kitchen with a microwave and a fridge, as well as a kettle.
Popular points of interest near the apartment include Casa Batllo, Sagrada Familia and Passeig de Gracia. The nearest airport is Barcelona El Prat Airport, 13 km from Key BCN Apartment 4o2a 8p 5h."|https://www.booking.com/hotel/es/key-bcn-apartment-4o2a-8p-5h.en-gb.html
461|AC Hotel Irla by Marriott|Calvet, 40-42, Sarrià-St. Gervasi, 08021 Barcelona, Spain|"The AC Hotel Irla is located 200 m from Diagonal and Francesc Macià Square. The hotel has stylish and comfortable rooms, a fitness centre and 24-hour reception.
Rooms at this hotel are spacious and feature contemporary décor. All rooms have air conditioning, minibar and private bathroom.
Facilities at the Irla include Turkish baths, café-bar and free Wi-Fi access in public areas.
Guests can enjoy breakfast in the Irla’s restaurant. There are also bars, cafes and restaurants in the area surrounding Francesc Macià.
Attractions such as Casa Batlló, Casa Mila and Plaça de Catalunya are within 30 minutes’ walk of the AC Hotel Irla. The hotel is close to bus and tram connections and is a 20-minute walk from the Metro station, Diagonal."|https://www.booking.com/hotel/es/acirla.en-gb.html
462|Hotel Rialto|Ferran, 42, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Rialto! To save at this property, all you have to do is sign in.
This property is 17 minutes walk from the beach. Situated just off famous La Rambla Boulevard in central Barcelona, Hotel Rialto occupies a historic building where the artist Joan Miró was born. It offers air-conditioned rooms with flat-screen TV.
Each room at the Rialto Hotel Barcelona has wooden floors and a simple, functional design. The modern bathrooms include basic toiletries. Safes are available to rent.
Guests can enjoy a varied buffet breakfast and delicious Mediterranean meals at the Rialto’s Miró restaurant. There are also many restaurants and lively bars in the surrounding streets. 
Hotel Rialto’s 24-hour reception offers information about the city. The Boquería Market and Barcelona Cathedral are both within 400 m. Liceu Metro Station is only 300 m away, and Plaza Catalunya is a 10-minute walk from the hotel."|https://www.booking.com/hotel/es/rialto.en-gb.html
